R Z Er Ez Bphi
0.005 0.316 -0.04156456825309753 0.76214865783417 1.7303204652478665e-10
0.005 0.317 -0.03965882395029634 0.7783011555385956 1.7672221999126642e-10
0.005 0.318 -0.03779487699297614 0.7937083368114767 1.80242308305078e-10
0.005 0.319 -0.035976781902524534 0.8083940517786231 1.8359381001382198e-10
0.005 0.320 -0.034196429636166335 0.8223046376569636 1.8678197003410046e-10
0.005 0.321 -0.03247588156027523 0.8356010827957118 1.8981128400871518e-10
0.005 0.322 -0.030794865067913235 0.8481283613771062 1.926862475804681e-10
0.005 0.323 -0.029150875895870353 0.8600713118761701 1.9540910857075995e-10
0.005 0.324 -0.02756430590171363 0.8713345337896657 1.9798661044379357e-10
0.005 0.325 -0.025995325375341355 0.8819597648377595 2.0041950247336918e-10
0.005 0.326 -0.024495689089759947 0.8920066303349751 2.0271377884988916e-10
0.005 0.327 -0.022999272571162813 0.9013916548409793 2.0487318594235508e-10
0.005 0.328 -0.021581442217107692 0.9102996768307953 2.0689847302456723e-10
0.005 0.329 -0.020184659599079384 0.9185577828923047 2.0879638356072832e-10
0.005 0.330 -0.018807911086730984 0.9263209988432689 2.105669175508383e-10
0.005 0.331 -0.01748226146892925 0.9335237368377118 2.1221606918529962e-10
0.005 0.332 -0.016157983233361557 0.9401898470014429 2.1374458773791257e-10
0.005 0.333 -0.014892793684486686 0.9463789546489858 2.1515547030387836e-10
0.005 0.334 -0.013616156075223295 0.9519896967456504 2.1645171397839816e-10
0.005 0.335 -0.012404450433476037 0.9572128742979119 2.1763406803527225e-10
0.005 0.336 -0.011206339363440142 0.9618636488307476 2.1870702811730254e-10
0.005 0.337 -0.010000417377201665 0.9660910836304661 2.1966984495068862e-10
0.005 0.338 -0.008842076391952967 0.9698355533825441 2.2052626490443205e-10
0.005 0.339 -0.007665788187032687 0.9730910955555291 2.2127628797853284e-10
0.005 0.340 -0.006537736861561945 0.975941185589754 2.2192216199439183e-10
0.005 0.341 -0.0054170194497775975 0.9782606103247194 2.2246538549960967e-10
0.005 0.342 -0.004277913590994192 0.9802282457039961 2.2290445994658573e-10
0.005 0.343 -0.003176914270722778 0.9816831033783703 2.2324313170432154e-10
0.005 0.344 -0.002048254767043896 0.9827325089139846 2.2347990222521649e-10
0.005 0.345 -0.0009565689209010578 0.9833347245906722 2.2361627005687115e-10
0.005 0.346 0.00016627174833347245 0.9834718628140764 2.2365298447308588e-10
0.005 0.347 0.0012567883420585044 0.9832214364930775 2.2358854692626005e-10
0.005 0.348 0.002349249317290149 0.9824522699357239 2.2342445596399425e-10
0.005 0.349 0.0034793338659861433 0.9813372765541338 2.2315846376488756e-10
0.005 0.350 0.00458092347687134 0.9797154679990937 2.2279206887654064e-10
0.005 0.351 0.005725884541540957 0.9776822447738411 2.2232377275135288e-10
0.005 0.352 0.006846417114850281 0.9751899066267574 2.2175207684172363e-10
0.005 0.353 0.008009826251833479 0.9722205659634855 2.210784796952535e-10
0.005 0.354 0.009158567561443887 0.9688457731614535 2.202984856691407e-10
0.005 0.355 0.01031786255172496 0.9649343525287096 2.194135933109859e-10
0.005 0.356 0.011534218968005057 0.9606353673515627 2.1841930697798717e-10
0.005 0.357 0.012734715050621893 0.9557997543437041 2.1731712521774518e-10
0.005 0.358 0.013986787030301586 0.950499063882562 2.1610255238745813e-10
0.005 0.359 0.0152358777442551 0.9447094458423269 2.1477483921332573e-10
0.005 0.360 0.016532191707311256 0.9383712749084752 2.1333248714774735e-10
0.005 0.361 0.017841563614248063 0.9315918766471493 2.1177025127412086e-10
0.005 0.362 0.019170075247146926 0.924198337646231 2.1008888086624662e-10
0.005 0.363 0.020563399596932874 0.9163456837234817 2.082831310075225e-10
0.005 0.364 0.021963521232574505 0.9078848515925921 2.063507538765476e-10
0.005 0.365 0.023420048415755394 0.8988695040366338 2.0428950165192106e-10
0.005 0.366 0.024897086707132383 0.8892936785241542 2.020941294170407e-10
0.005 0.367 0.02642295813110414 0.8790619745519158 1.9976238935050563e-10
0.005 0.368 0.027984783619733597 0.8682996052804178 1.9729053508331444e-10
0.005 0.369 0.029577852773173378 0.8568217322346375 1.9467482024646552e-10
0.005 0.370 0.03123817928139571 0.8447714561694313 1.9191149847095739e-10
0.005 0.371 0.032929391702541236 0.8320056763299426 1.88995324840188e-10
0.005 0.372 0.03466812549936201 0.8185661304363381 1.8592480080655672e-10
0.005 0.373 0.03645259191242234 0.8044408934257128 1.8269318290586082e-10
0.005 0.374 0.03828231393920603 0.7895345647948293 1.7929747404289913e-10
0.005 0.375 0.040153296683640004 0.7739783202356393 1.7573392784867014e-10
0.005 0.376 0.04206792515830521 0.7575813587416673 1.7199729940657173e-10
0.005 0.377 0.04402339697341904 0.740468893473413 1.68085340895203e-10
0.005 0.378 0.046026747916095255 0.722533598864734 1.6399430594556248e-10
0.005 0.379 0.048059613389460624 0.7037754749156302 1.5971820036724776e-10
0.005 0.380 0.050130340937548444 0.6842243342833634 1.552562748864585e-10
0.005 0.381 0.05224584709684344 0.6637788139332435 1.5060478313419323e-10
0.005 0.382 0.05434358491241042 0.6425522019628653 1.4576222656285135e-10
0.005 0.383 0.05650989183967946 0.6204073601488248 1.4072560807723162e-10
0.005 0.384 0.058633208915177024 0.5974277639314547 1.354926798559332e-10
0.005 0.385 0.06079456694134062 0.5735734643500244 1.3006568972035694e-10
0.005 0.386 0.06295896585854491 0.5488134562409818 1.2444014202770107e-10
0.005 0.387 0.06506373946122565 0.5232228675006261 1.1862352951596858e-10
0.005 0.388 0.06723529341617276 0.49674147656128886 1.1261210581615797e-10
0.005 0.389 0.06922677892125882 0.4694336787626554 1.0641186511867164e-10
0.005 0.390 0.07128742979119215 0.44130424412988783 1.0002805234011171e-10
0.005 0.391 0.07328964785289242 0.4123472101315335 9.345841965907728e-11
0.005 0.392 0.07513207007166962 0.38261922081638977 8.67112090873716e-11
0.005 0.393 0.07692202201366612 0.35220196286535416 7.980665101760284e-11
0.005 0.394 0.07861239968040833 0.32105310230511463 7.273560430940732e-11
0.005 0.395 0.08011436135325613 0.2892751946766519 6.552751542313682e-11
0.005 0.396 0.08161751553239444 0.25686227744851353 5.8173243218427745e-11
0.005 0.397 0.08275934030552012 0.22390796236450147 5.0705830669873273e-11
0.005 0.398 0.08403830330204992 0.1904659122076869 4.3122430537032294e-11
0.005 0.399 0.08478063846786792 0.15657011340734822 3.544851812911502e-11
0.005 0.400 0.08578711377702516 0.12234697163027534 2.7693908932905385e-11
0.005 0.401 0.0861770633340091 0.0878036419142111 1.9873813206549492e-11
0.005 0.402 0.08678524154214914 0.05308578890253646 1.2014305678297794e-11
0.005 0.403 0.08684307809723696 0.01820557615941424 4.119387470243894e-12
0.005 0.404 0.08698916011781961 -0.016684713261862456 -3.777756080996898e-12
0.005 0.405 0.08674052255625649 -0.05157124628832418 -1.1675034501521742e-11
0.005 0.406 0.0864119870732318 -0.08631777907628463 -1.9539412309475397e-11
0.005 0.407 0.08583242901606306 -0.12090940529711294 -2.7372095835676338e-11
0.005 0.408 0.0850668399775809 -0.15517011102233566 -3.513247444014828e-11
0.005 0.409 0.08418855909464923 -0.1891362676938121 -4.2826916950193794e-11
0.005 0.410 0.0830038040950666 -0.22264092443087638 -5.042140633527922e-11
0.005 0.411 0.08185005425903623 -0.2557127013844998 -5.7916766796584894e-11
0.005 0.412 0.08032662747295992 -0.2881900139523236 -6.528579969515991e-11
0.005 0.413 0.07892901010052827 -0.3201086373230619 -7.252580764532318e-11
0.005 0.414 0.07710507172925338 -0.3513552833991199 -7.961933256752773e-11
0.005 0.415 0.0755112870720393 -0.38192339339590015 -8.655835723211032e-11
0.005 0.416 0.07355855802139356 -0.41176586331492904 -9.333404020822739e-11
0.005 0.417 0.07162192780566917 -0.44088627067507785 -9.993439311507417e-11
0.005 0.418 0.06964415612292355 -0.4691778861633495 -1.0635267248844793e-10
0.005 0.419 0.06759721907533062 -0.4966776774747486 -1.1259262469735017e-10
0.005 0.420 0.0654829054223261 -0.5233003804095067 -1.1863851499197458e-10
0.005 0.421 0.06340913698319758 -0.5490764038780305 -1.244963375627236e-10
0.005 0.422 0.06122863923107194 -0.574000381602013 -1.301600982191948e-10
0.005 0.423 0.05911873785134217 -0.5980299796081424 -1.3562829841378755e-10
0.005 0.424 0.05695260980001669 -0.6212242269577972 -1.4090318596790282e-10
0.005 0.425 0.054822555063977964 -0.6435240945895989 -1.4598176378633938e-10
0.005 0.426 0.05271474057025651 -0.6649772827551665 -1.5086927678569928e-10
0.005 0.427 0.05061521399525383 -0.6855957165174046 -1.5556497569218227e-10
0.005 0.428 0.048575551236032764 -0.7053257330932421 -1.6007110832718924e-10
0.005 0.429 0.04652455966705225 -0.724304470706083 -1.6439217033352203e-10
0.005 0.430 0.04454291233886259 -0.742406716195428 -1.6852966025878118e-10
0.005 0.431 0.04258451888333711 -0.7597755703161335 -1.7248882301956883e-10
0.005 0.432 0.04067686657047116 -0.7763454452222235 -1.7627190643728586e-10
0.005 0.433 0.03881381399286881 -0.7921461535709601 -1.798841554285344e-10
0.005 0.434 0.036998879044086955 -0.8072492457397713 -1.833285670885156e-10
0.005 0.435 0.03522162729408398 -0.8215533586939671 -1.866103863338316e-10
0.005 0.436 0.0335013773447655 -0.8352612185029276 -1.8973261025968365e-10
0.005 0.437 0.031828768021751316 -0.8482177993488915 -1.9270123305647407e-10
0.005 0.438 0.03018609060662795 -0.8605602394552632 -1.955185025456038e-10
0.005 0.439 0.028611028298174274 -0.8722408385704234 -1.9819041291747528e-10
0.005 0.440 0.027050454941149812 -0.8832715217572773 -2.007192119934893e-10
0.005 0.441 0.025565903860142864 -0.8937536520505146 -2.0311014469024812e-10
0.005 0.442 0.024115518084357898 -0.903562016289636 -2.053677066505534e-10
0.005 0.443 0.022684987538309265 -0.9128993405440213 -2.074926471482055e-10
0.005 0.444 0.021319627461034857 -0.921616561527362 -2.0949170964740714e-10
0.005 0.445 0.019954744386276636 -0.9298210048058003 -2.113663926957589e-10
0.005 0.446 0.018667016468511873 -0.9374947827849792 -2.1312119193606258e-10
0.005 0.447 0.017366946110640734 -0.9446140453390892 -2.147598537373197e-10
0.005 0.448 0.01614611779577137 -0.9513040056286297 -2.1628237809953027e-10
0.005 0.449 0.014949914735800231 -0.9574275254301966 -2.176947592130966e-10
0.005 0.450 0.013744410126763416 -0.9631634806873607 -2.189969970780188e-10
0.005 0.451 0.012604254862444401 -0.9683687706452652 -2.2019433661089893e-10
0.005 0.452 0.01144585425188118 -0.9731447583386003 -2.2128677781173703e-10
0.005 0.453 0.010357930763084774 -0.9774854812359135 -2.2227731777573425e-10
0.005 0.454 0.009238644358848993 -0.9813372765541338 -2.231689535980918e-10
0.005 0.455 0.008194247349654769 -0.9848432450481176 -2.2396093600500937e-10
0.005 0.456 0.0071621331552523945 -0.9878423983686514 -2.2465850991308907e-10
0.005 0.457 0.006101935437709434 -0.9905076499278533 -2.2526017677473039e-10
0.005 0.458 0.005103306819943475 -0.9927137865652241 -2.2576893368513438e-10
0.005 0.459 0.004069224990161823 -0.9945263961267395 -2.2618552991810143e-10
0.005 0.460 0.003098387731495283 -0.9959633662067567 -2.2651146402123214e-10
0.005 0.461 0.002084202869170135 -0.9969531464278474 -2.267482345421271e-10
0.005 0.462 0.001135260025996637 -0.997638837544868 -2.26895092206986e-10
0.005 0.463 0.00019041344193090618 -0.9978534886771527 -2.2695503411101002e-10
0.005 0.464 -0.0007958548481343239 -0.9977580881739151 -2.2692581243279832e-10
0.005 0.465 -0.0017259143541982185 -0.9972453104690128 -2.2681117354135235e-10
0.005 0.466 -0.0027045029037528175 -0.9963509307511598 -2.266103681628718e-10
0.005 0.467 -0.003626041952371299 -0.9951107242090702 -2.2632264702355643e-10
0.005 0.468 -0.0045992821112131365 -0.9934292903395066 -2.259510072186074e-10
0.005 0.469 -0.00551626578580202 -0.9914616549602299 -2.2549170237902323e-10
0.005 0.470 -0.006435181320581466 -0.9890468297220268 -2.249484788738054e-10
0.005 0.471 -0.007405762190395554 -0.9863100277853966 -2.243183396077527e-10
0.005 0.472 -0.008325840418808208 -0.9831737362414587 -2.2360353240226605e-10
0.005 0.473 -0.009301847192243938 -0.9796498801531178 -2.2280330798354515e-10
0.005 0.474 -0.010225681815471576 -0.9757861597719928 -2.219161678039894e-10
0.005 0.475 -0.011210751636714884 -0.971469287000489 -2.209443596849997e-10
0.005 0.476 -0.01214150279642725 -0.9668781377821768 -2.1988338798377424e-10
0.005 0.477 -0.013080482249543867 -0.9618219111105811 -2.1873699906931457e-10
0.005 0.478 -0.014075151746425462 -0.9564258201462013 -2.1750219584641942e-10
0.005 0.479 -0.015027546895309872 -0.9506302395745138 -2.1617972758888909e-10
0.005 0.480 -0.016035393586701172 -0.9444232443326138 -2.147695942967236e-10
0.005 0.481 -0.016995599651788165 -0.9378763847979298 -2.1326879887472178e-10
0.005 0.482 -0.0179683270329251 -0.9308465602156052 -2.116795891442845e-10
0.005 0.483 -0.018988933541624432 -0.9235305341235676 -2.0999821873641028e-10
0.005 0.484 -0.01997281085657727 -0.9157375055153416 -2.0822843402010057e-10
0.005 0.485 -0.021006415683842733 -0.9075747999570698 -2.0636573935255364e-10
0.005 0.486 -0.02199792503905458 -0.8990006797285855 -2.0441163328137e-10
0.005 0.487 -0.02304273942545047 -0.8899912947040796 -2.0236536653274947e-10
0.005 0.488 -0.024036216416041596 -0.8806301203238848 -2.0022618983289163e-10
0.005 0.489 -0.025051277770490238 -0.8707859808960492 -1.9799560172939716e-10
0.005 0.490 -0.026079337443505015 -0.8606198647697867 -1.956713544008651e-10
0.005 0.491 -0.02708843626650131 -0.8499886711902406 -1.9325569566869644e-10
0.005 0.492 -0.028115541934483703 -0.8389639505348391 -1.9074637771149018e-10
0.005 0.493 -0.029105501031517943 -0.8275337777406776 -1.8814564835064725e-10
0.005 0.494 -0.03012980430971773 -0.8156743026819466 -1.8545500613376834e-10
0.005 0.495 -0.03108309383832 -0.8034570757360745 -1.82673701787053e-10
0.005 0.496 -0.03205868323455406 -0.7907986214627282 -1.7980473240570253e-10
0.005 0.497 -0.033000405452138754 -0.7778003028965979 -1.768465994421163e-10
0.005 0.498 -0.033925015204455206 -0.7643905696602551 -1.7380604636049704e-10
0.005 0.499 -0.034829471600462694 -0.7506171220053186 -1.706800760656435e-10
0.005 0.500 -0.0356721561706238 -0.736503810057598 -1.6747693056935904e-10
0.005 0.501 -0.0365335630895453 -0.7220208211598316 -1.6419586059784331e-10
0.005 0.502 -0.03727643488319401 -0.7072277806265428 -1.6084211106769845e-10
0.005 0.503 -0.0380417854204181 -0.6921127633948269 -1.574194283479259e-10
0.005 0.504 -0.03870118177373386 -0.6766996195904933 -1.5393006025992668e-10
0.005 0.505 -0.03933619137340949 -0.6610420119966133 -1.5038449663690486e-10
0.005 0.506 -0.03992481247838582 -0.6450862778301155 -1.4678198820506024e-10
0.005 0.507 -0.040436695803570365 -0.6289218550627854 -1.431292784285955e-10
0.005 0.508 -0.04084673909154871 -0.6125785563518847 -1.3943535859311423e-10
0.005 0.509 -0.041218085550401275 -0.5960850018483848 -1.357054736152185e-10
0.005 0.510 -0.041470121754892265 -0.5794817367661614 -1.31948614780512e-10
0.005 0.511 -0.041689602537653386 -0.5627705498646506 -1.2816777918419585e-10
0.005 0.512 -0.04176306092514638 -0.5460206065086993 -1.2437495520707492e-10
0.005 0.513 -0.04182852952049322 -0.5292313104451626 -1.205753877657513e-10
0.005 0.514 -0.041723529341617285 -0.5124622869885638 -1.1677731887202825e-10
0.005 0.515 -0.04162443206887916 -0.49573380874584116 -1.1298899053770912e-10
0.005 0.516 -0.04135623740415231 -0.47908999844974176 -1.0921639695319629e-10
0.005 0.517 -0.041084584471183086 -0.4625493399477682 -1.0547002795169396e-10
0.005 0.518 -0.04065760759388006 -0.4461589372383939 -1.0175437917600396e-10
0.005 0.519 -0.04018477884970843 -0.4299241565999261 -9.807919118553022e-11
0.005 0.520 -0.0396470777633352 -0.41390223833430717 -9.445120744447538e-11
0.005 0.521 -0.039041582694348716 -0.398117628820492 -9.087567286944158e-11
0.005 0.522 -0.03834182000310052 -0.38258404188082096 -8.73585816508312e-11
0.005 0.523 -0.037617968684784814 -0.36735156277949366 -8.390592797904666e-11
0.005 0.524 -0.03680867429075688 -0.352432116579415 -8.052445531829068e-11
0.005 0.525 -0.03596813623191862 -0.33785074591268466 -7.721716076376444e-11
0.005 0.526 -0.03507268325840419 -0.32362056834849806 -7.398861488564978e-11
0.005 0.527 -0.03416047557150864 -0.30976424150637394 -7.084151506962777e-11
0.005 0.528 -0.03319430697496929 -0.29628415039889333 -6.778110623230053e-11
0.005 0.529 -0.03223040414038184 -0.2832154739616251 -6.480783793794824e-11
0.005 0.530 -0.03121993393515151 -0.2705188594869838 -6.192478220915213e-11
0.005 0.531 -0.030208032722372612 -0.2582587023146547 -5.913313788399266e-11
0.005 0.532 -0.029195773757706572 -0.24639266847132618 -5.643335452675004e-11
0.005 0.533 -0.02816705820623204 -0.23493566428562912 -5.382693068502485e-11
0.005 0.534 -0.027137507900354175 -0.22393598626232752 -5.1314091140957197e-11
0.005 0.535 -0.026132880975947147 -0.21329525263245763 -4.8893187492186394e-11
0.005 0.536 -0.02512467653266871 -0.20307785873570483 -4.6564069883952404e-11
0.005 0.537 -0.02411474295526909 -0.1932969221412643 -4.432643860673511e-11
0.005 0.538 -0.023151317123197825 -0.18388208497799827 -4.217931960459411e-11
0.005 0.539 -0.02219832572116818 -0.17484407980252095 -4.011866679900777e-11
0.005 0.540 -0.021245572820396626 -0.16622166306927266 -3.8144480189976114e-11
0.005 0.541 -0.020314702410055212 -0.15798859963986311 -3.6256759777499126e-11
0.005 0.542 -0.01944846584065731 -0.15005485528936166 -3.445003586283462e-11
0.005 0.543 -0.018582706273775593 -0.14249496166092276 -3.2721611060301516e-11
0.005 0.544 -0.017716410079063168 -0.13531130376712738 -3.107208478894005e-11
0.005 0.545 -0.016896263877791955 -0.12846274014095424 -2.950063284756989e-11
0.005 0.546 -0.016141288145294967 -0.12187652789868468 -2.7999462788667914e-11
0.005 0.547 -0.015386550914056071 -0.11561706238000406 -2.6566701427733367e-11
0.005 0.548 -0.01463199255876075 -0.10968315107862192 -2.5202498619526318e-11
0.005 0.549 -0.01389275790929797 -0.10406883146308596 -2.390692929142679e-11
0.005 0.550 -0.013263293463873022 -0.09865067913233241 -2.2672875342331927e-11
0.005 0.551 -0.012633948269077119 -0.0935044182358062 -2.149621576634008e-11
0.005 0.552 -0.012004901200853834 -0.0886270675077811 -2.037642607179104e-11
0.005 0.553 -0.011374900127598174 -0.08402220446712858 -1.9314030750345016e-11
0.005 0.554 -0.010793374435050145 -0.07965584268457016 -1.8308205600821675e-11
0.005 0.555 -0.010291329286761988 -0.07545464302324195 -1.7350109192377474e-11
0.005 0.556 -0.009788807135957643 -0.07146630573476276 -1.643764355837157e-11
0.005 0.557 -0.00928598685858068 -0.06769440833800398 -1.557073377142394e-11
0.005 0.558 -0.008783762834348952 -0.06413775832667518 -1.474967954105469e-11
0.005 0.559 -0.008295073756514067 -0.06079397068819538 -1.3974256085123742e-11
0.005 0.560 -0.0079113252322406 -0.05756072838284222 -1.323786979418845e-11
0.005 0.561 -0.0075278152092252285 -0.05449026318613831 -1.2536249807587094e-11
0.005 0.562 -0.0071441263102662855 -0.051583827229688635 -1.1869471052699714e-11
0.005 0.563 -0.006760556661936393 -0.048841599389436774 -1.1237683384286364e-11
0.005 0.564 -0.0063772255148645905 -0.046262923786922976 -1.0640736947586985e-11
0.005 0.565 -0.00602239526813504 -0.043834742478266575 -1.0078182178321397e-11
0.005 0.566 -0.005742359015943809 -0.041487830473305745 -9.543650249187047e-12
0.005 0.567 -0.005462620890325197 -0.03925903621641604 -9.034443774502854e-12
0.005 0.568 -0.005182876802175131 -0.03715002921640412 -8.550712609028875e-12
0.005 0.569 -0.0049031148264307095 -0.035159736217608546 -8.092381825385082e-12
0.005 0.570 -0.004623406513469359 -0.033288932349118144 -7.659526350951505e-12
0.005 0.571 -0.004343632612662032 -0.03153755798561837 -7.252056272872108e-12
0.005 0.572 -0.004131318792706631 -0.02986143076904731 -6.8675889004619355e-12
0.005 0.573 -0.003936832941793768 -0.028252799408516882 -6.500999200926931e-12
0.005 0.574 -0.0037421443648115245 -0.026726510607343452 -6.152047406651e-12
0.005 0.575 -0.003547455787829281 -0.025283339494615833 -5.820785966800162e-12
0.005 0.576 -0.0033528327986930132 -0.02392263019187426 -5.5072298668504244e-12
0.005 0.577 -0.003158168071836579 -0.02264491932694945 -5.211371614063784e-12
0.005 0.578 -0.002963622595609192 -0.021449610646696163 -4.933173744750226e-12
0.005 0.579 -0.002807565259906746 -0.02031798180235401 -4.671729637611385e-12
0.005 0.580 -0.0026785420418092704 -0.01922171076952431 -4.4224537369894245e-12
0.005 0.581 -0.0025495307487747 -0.01818077202857245 -4.184881493128157e-12
0.005 0.582 -0.0024205075306772245 -0.01719445007572415 -3.959027891503589e-12
0.005 0.583 -0.002291484312579749 -0.016262923786922977 -3.74489293211572e-12
0.005 0.584 -0.002162431281825012 -0.015386133536854408 -3.5425215713925674e-12
0.005 0.585 -0.002033437876384798 -0.01456401970020392 -3.351861360168112e-12
0.005 0.586 -0.0019043967706929654 -0.013796701527600557 -3.1729272839183584e-12
0.005 0.587 -0.0018037253896514304 -0.01307106144984915 -3.005015025271025e-12
0.005 0.588 -0.0017224381983614965 -0.012366349857495497 -2.8447903158147743e-12
0.005 0.589 -0.0016411271569457529 -0.01169556506910574 -2.69193846055348e-12
0.005 0.590 -0.0015597982279356526 -0.011059243712510583 -2.5465044159151604e-12
0.005 0.591 -0.0014785110366457182 -0.01045720691176646 -2.408420747257788e-12
0.005 0.592 -0.0013972119202928794 -0.009889872044075031 -2.27775488922339e-12
0.005 0.593 -0.0013158949163456838 -0.009357000608178208 -2.154461885383949e-12
0.005 0.594 -0.0012345898374613927 -0.008858413728132416 -2.0385642139534736e-12
0.005 0.595 -0.001153278796045649 -0.008394469155824797 -1.9300543821939606e-12
0.005 0.596 -0.0010955793791812252 -0.007954136208068497 -1.828288014637152e-12
0.005 0.597 -0.0010470622607534254 -0.007525072444757146 -1.7309123915501038e-12
0.005 0.598 -0.000998515329668364 -0.0071167582908999855 -1.6379574838848285e-12
0.005 0.599 -0.0009500041737720165 -0.006728895619924395 -1.549415798903323e-12
0.005 0.600 -0.0009015049429385739 -0.006361603682459425 -1.465287336605587e-12
0.005 0.601 -0.0008529818619793221 -0.006014763227876027 -1.3855571115156148e-12
0.005 0.602 -0.00080445878102007 -0.005688362331111297 -1.3102401091094123e-12
0.005 0.603 -0.0007559535876551749 -0.005382633530891876 -1.2393363293869796e-12
0.005 0.604 -0.0007074364692273753 -0.005097374101148384 -1.1728382796103137e-12
0.005 0.605 -0.0006589014632052185 -0.004832685404915511 -1.1107534525174172e-12
0.005 0.606 -0.0006287131664619531 -0.00457993369665025 -1.0524599508540415e-12
0.005 0.607 -0.0006014166974730792 -0.004333383021095437 -9.96556632613624e-13
0.005 0.608 -0.0005741059184087196 -0.004098387731495284 -9.43140903390204e-13
0.005 0.609 -0.0005468094494198457 -0.003874900127598173 -8.921977777077755e-13
0.005 0.610 -0.0005195052291400838 -0.00366300964737589 -8.437497337803476e-13
0.005 0.611 -0.0004922117414169361 -0.0034626030027308393 -7.977742933939112e-13
0.005 0.612 -0.0004649039436183026 -0.0032736980812573782 -7.542789492864693e-13
0.005 0.613 -0.0004376098596420096 -0.003096408171053102 -7.13273442017426e-13
0.005 0.614 -0.0004103056393622476 -0.0029305842088317015 -6.747457832059762e-13
0.005 0.615 -0.0003830026115887762 -0.0027762619697818906 -6.38688480114117e-13
0.005 0.616 -0.000355705546346757 -0.002633536854406907 -6.051285065986593e-13
0.005 0.617 -0.0003402929987955686 -0.0024972393479375603 -5.736372780458313e-13
0.005 0.618 -0.00032587798275635906 -0.00236354150518144 -5.433666165136926e-13
0.005 0.619 -0.00031144984914795426 -0.002235955257163982 -5.144071841320796e-13
0.005 0.620 -0.0002970181380206781 -0.002114409053507757 -4.867552345319911e-13
0.005 0.621 -0.00028259060066541854 -0.0019989625195272905 -4.604182604514298e-13
0.005 0.622 -0.00026816306331015896 -0.0018896096926911288 -4.3539326479519476e-13
0.005 0.623 -0.0002537355259548994 -0.0017863207603420108 -4.1167874901568506e-13
0.005 0.624 -0.00023930202606818748 -0.001689107647542841 -3.8926871892249854e-13
0.005 0.625 -0.0002248756812192184 -0.0015980061294823332 -3.681766614440406e-13
0.005 0.626 -0.00021045231763597554 -0.0015130102436290353 -3.4839658238990866e-13
0.005 0.627 -0.0001960217990149898 -0.001434066327199876 -3.2992698321250227e-13
0.005 0.628 -0.0001815882991282779 -0.0013612220804464744 -3.1276861318562165e-13
0.005 0.629 -0.0001729026795616347 -0.001292986870505742 -2.968023377750191e-13
0.005 0.630 -0.0001657476418188106 -0.001224876873725509 -2.8141450173824855e-13
0.005 0.631 -0.00015858843030396984 -0.0011597779553287144 -2.666770353601387e-13
0.005 0.632 -0.0001514274300296934 -0.0010976722277210012 -2.525876908192888e-13
0.005 0.633 -0.00014427119978057884 -0.0010386133536854406 -2.391509637585006e-13
0.005 0.634 -0.0001371131807720286 -0.0009825417079075093 -2.2636535563017358e-13
0.005 0.635 -0.00012995575801662355 -0.0009295049906388256 -2.1423011716050728e-13
0.005 0.636 -0.00012279714275492806 -0.0008794793517535805 -2.0274524834950177e-13
0.005 0.637 -0.00011563971999952298 -0.0008324767163146785 -1.9190850137575618e-13
0.005 0.638 -0.00010848050848468228 -0.0007884791967277628 -1.8172512115587262e-13
0.005 0.639 -0.00010132129696984153 -0.0007474987180557377 -1.7219136132084954e-13
0.005 0.640 -9.416387421443648e-05 -0.0007095173927042465 -1.6330647259688666e-13
0.005 0.641 -8.700764396532192e-05 -0.0006745948459878126 -1.5507644917438638e-13
0.005 0.642 -7.984783619733594e-05 -0.0006426416399346506 -1.474922997677451e-13
0.005 0.643 -7.776750897360983e-05 -0.0006114516379073899 -1.4032924223687268e-13
0.005 0.644 -7.434680467939469e-05 -0.0005807833573822102 -1.3341719142910094e-13
0.005 0.645 -7.092610038517953e-05 -0.0005515782820754379 -1.2681608924845385e-13
0.005 0.646 -6.750539609096437e-05 -0.0005237922892543257 -1.2052593569493148e-13
0.005 0.647 -6.40858843030397e-05 -0.0004974474402852475 -1.1454598149473346e-13
0.005 0.648 -6.0664583755679314e-05 -0.0004725526789653816 -1.0887772519546047e-13
0.005 0.649 -5.724346208426249e-05 -0.00044908117390319235 -1.0351891897571156e-13
0.005 0.650 -5.382228078753115e-05 -0.00042705796773077973 -9.847255993068796e-14
0.005 0.651 -5.040139761737243e-05 -0.0004064818679418534 -9.373640023898874e-14
0.005 0.652 -4.6980574072528224e-05 -0.00038733319818262045 -8.931118917441421e-14
0.005 0.653 -4.355945240111142e-05 -0.0003696358085788902 -8.519692673696436e-14
0.005 0.654 -4.013850960563817e-05 -0.00035337002277687017 -8.139361292663921e-14
0.005 0.655 -3.6717626435479445e-05 -0.00033854836209261006 -7.790124774343876e-14
0.005 0.656 -3.329704139189334e-05 -0.0003251672490072385 -7.472020582426314e-14
0.005 0.657 -2.987556196858938e-05 -0.000313220124736158 -7.184921340365186e-14
0.005 0.658 -2.9228269554121894e-05 -0.00030163731113681623 -6.917205811517832e-14
0.005 0.659 -2.7368973371334532e-05 -0.00029009385024506007 -6.659950144922671e-14
0.005 0.660 -2.550985606449074e-05 -0.00027933326973299786 -6.419673022642319e-14
0.005 0.661 -2.365127538547766e-05 -0.0002693537808411939 -6.196321995510754e-14
0.005 0.662 -2.179156182548863e-05 -0.00026016074984795543 -5.989799657933937e-14
0.005 0.663 -1.9932563769273884e-05 -0.00025174523295610384 -5.800203415505909e-14
