R Z Er Ez Bphi
0.000 -0.173 0.0 0.002240266167404033 -0.0
0.000 -0.172 0.0 0.03741583886855003 -0.0
0.000 -0.171 0.0 0.07249305365085801 -0.0
0.000 -0.170 0.0 0.10743587297422993 -0.0
0.000 -0.169 0.0 0.1421091858759555 -0.0
0.000 -0.168 0.0 0.17651179984974422 -0.0
0.000 -0.167 0.0 0.21048570781210868 -0.0
0.000 -0.166 0.0 0.244061318673456 -0.0
0.000 -0.165 0.0 0.27707466281884635 -0.0
0.000 -0.164 0.0 0.30956986298102723 -0.0
0.000 -0.163 0.0 0.3414014333925611 -0.0
0.000 -0.162 0.0 0.3725902429135314 -0.0
0.000 -0.161 0.0 0.40305400860989543 -0.0
0.000 -0.160 0.0 0.43275934030552016 -0.0
0.000 -0.159 0.0 0.46170743050669594 -0.0
0.000 -0.158 0.0 0.4896997269160595 -0.0
0.000 -0.157 0.0 0.5167231119644156 -0.0
0.000 -0.156 0.0 0.5429528840764635 -0.0
0.000 -0.155 0.0 0.5682602525728324 -0.0
0.000 -0.154 0.0 0.5927447917287764 -0.0
0.000 -0.153 0.0 0.6163588012926768 -0.0
0.000 -0.152 0.0 0.6391118213148574 -0.0
0.000 -0.151 0.0 0.6610241244022562 -0.0
0.000 -0.150 0.0 0.6820658978976114 -0.0
0.000 -0.149 0.0 0.7023027296468989 -0.0
0.000 -0.148 0.0 0.7216690318041428 -0.0
0.000 -0.147 0.0 0.7402542423411284 -0.0
0.000 -0.146 0.0 0.7580046984747844 -0.0
0.000 -0.145 0.0 0.7749919505825394 -0.0
0.000 -0.144 0.0 0.7912040736014883 -0.0
0.000 -0.143 0.0 0.8066529925945359 -0.0
0.000 -0.142 0.0 0.8213923703447535 -0.0
0.000 -0.141 0.0 0.8353804691319747 -0.0
0.000 -0.140 0.0 0.8487007643965322 -0.0
0.000 -0.139 0.0 0.8613055558868074 -0.0
0.000 -0.138 0.0 0.8732663939802282 -0.0
0.000 -0.137 0.0 0.8845713536138903 -0.0
0.000 -0.136 0.0 0.8952502474450553 -0.0
0.000 -0.135 0.0 0.9053209630680802 -0.0
0.000 -0.134 0.0 0.9147715754200604 -0.0
0.000 -0.133 0.0 0.9236676723469717 -0.0
0.000 -0.132 0.0 0.9319615535971952 -0.0
0.000 -0.131 0.0 0.9397188070167071 -0.0
0.000 -0.130 0.0 0.9469215450111499 -0.0
0.000 -0.129 0.0 0.9535995802377858 -0.0
0.000 -0.128 0.0 0.9597588752280668 -0.0
0.000 -0.127 0.0 0.9653934674505408 -0.0
0.000 -0.126 0.0 0.9705629822197313 -0.0
0.000 -0.125 0.0 0.9751958691582098 -0.0
0.000 -0.124 0.0 0.9793756037063096 -0.0
0.000 -0.123 0.0 0.983060448143864 -0.0
0.000 -0.122 0.0 0.9862861776595871 -0.0
0.000 -0.121 0.0 0.9890468297220268 -0.0
0.000 -0.120 0.0 0.9913364417997305 -0.0
0.000 -0.119 0.0 0.9931967516128648 -0.0
0.000 -0.118 0.0 0.994568133846906 -0.0
0.000 -0.117 0.0 0.9955161763478303 -0.0
0.000 -0.116 0.0 0.9959991413954709 -0.0
0.000 -0.115 0.0 0.9960468416470897 -0.0
0.000 -0.114 0.0 0.9956413895083297 -0.0
0.000 -0.113 0.0 0.9947827849791908 -0.0
0.000 -0.112 0.0 0.9934889156540301 -0.0
0.000 -0.111 0.0 0.9917180438126811 -0.0
0.000 -0.110 0.0 0.989523832238215 -0.0
0.000 -0.109 0.0 0.986840693084656 -0.0
0.000 -0.108 0.0 0.9837103640721705 -0.0
0.000 -0.107 0.0 0.980108995074949 -0.0
0.000 -0.106 0.0 0.9760246610300869 -0.0
0.000 -0.105 0.0 0.9714752495319413 -0.0
0.000 -0.104 0.0 0.9664130603288933 -0.0
0.000 -0.103 0.0 0.9608798311411093 -0.0
0.000 -0.102 0.0 0.9548040115911611 -0.0
0.000 -0.101 0.0 0.9482333019306677 -0.0
0.000 -0.100 0.0 0.9411259644394624 -0.0
0.000 -0.099 0.0 0.933476036586093 -0.0
0.000 -0.098 0.0 0.9252835183705594 -0.0
0.000 -0.097 0.0 0.9165007095412429 -0.0
0.000 -0.096 0.0 0.9071693478183097 -0.0
0.000 -0.095 0.0 0.8972059577614272 -0.0
0.000 -0.094 0.0 0.8866522770907617 -0.0
0.000 -0.093 0.0 0.8754606055546943 -0.0
0.000 -0.092 0.0 0.8636309431532251 -0.0
0.000 -0.091 0.0 0.8511454022919971 -0.0
0.000 -0.090 0.0 0.8379562827193914 -0.0
0.000 -0.089 0.0 0.8241112846870268 -0.0
0.000 -0.088 0.0 0.8095030826287609 -0.0
0.000 -0.087 0.0 0.7941972643905697 -0.0
0.000 -0.086 0.0 0.7781222795950249 -0.0
0.000 -0.085 0.0 0.7612900533050311 -0.0
0.000 -0.084 0.0 0.7436767353947792 -0.0
0.000 -0.083 0.0 0.7252465506755548 -0.0
0.000 -0.082 0.0 0.7060412368675245 -0.0
0.000 -0.081 0.0 0.6859594309359982 -0.0
0.000 -0.080 0.0 0.6650786457898565 -0.0
0.000 -0.079 0.0 0.6433213685202189 -0.0
0.000 -0.078 0.0 0.6207293368472518 -0.0
0.000 -0.077 0.0 0.5972667755822412 -0.0
0.000 -0.076 0.0 0.5729456097880916 -0.0
0.000 -0.075 0.0 0.5477855158185959 -0.0
0.000 -0.074 0.0 0.5217441597004424 -0.0
0.000 -0.073 0.0 0.49489905434251164 -0.0
0.000 -0.072 0.0 0.4671708980764874 -0.0
0.000 -0.071 0.0 0.43866343894964044 -0.0
0.000 -0.070 0.0 0.4092645813706668 -0.0
0.000 -0.069 0.0 0.3789218550627854 -0.0
0.000 -0.068 0.0 0.3478606437148956 -0.0
0.000 -0.067 0.0 0.31614355390724685 -0.0
0.000 -0.066 0.0 0.2837401767294323 -0.0
0.000 -0.065 0.0 0.2508287918718771 -0.0
0.000 -0.064 0.0 0.21732592389424854 -0.0
0.000 -0.063 0.0 0.18342475881560275 -0.0
0.000 -0.062 0.0 0.1490668638277067 -0.0
0.000 -0.061 0.0 0.1144317111272762 -0.0
0.000 -0.060 0.0 0.0795097606639875 -0.0
0.000 -0.059 0.0 0.04443165150196167 -0.0
0.000 -0.058 0.0 0.009246037897849911 -0.0
0.000 -0.057 0.0 -0.025964797214305304 -0.0
0.000 -0.056 0.0 -0.061095674779684465 -0.0
0.000 -0.055 0.0 -0.09611898827766316 -0.0
0.000 -0.054 0.0 -0.130894260467224 -0.0
0.000 -0.053 0.0 -0.16542328010780258 -0.0
0.000 -0.052 0.0 -0.19954207758445927 -0.0
0.000 -0.051 0.0 -0.23328463932647248 -0.0
0.000 -0.050 0.0 -0.26648103318745003 -0.0
0.000 -0.049 0.0 -0.2991747856469943 -0.0
0.000 -0.048 0.0 -0.33122279595024867 -0.0
0.000 -0.047 0.0 -0.36263818166640827 -0.0
0.000 -0.046 0.0 -0.39334402613973785 -0.0
0.000 -0.045 0.0 -0.4232956103843448 -0.0
0.000 -0.044 0.0 -0.4525048594631336 -0.0
0.000 -0.043 0.0 -0.4807702398130151 -0.0
0.000 -0.042 0.0 -0.5080625350298723 -0.0
0.000 -0.041 0.0 -0.5345641985761475 -0.0
0.000 -0.040 0.0 -0.560147036025615 -0.0
0.000 -0.039 0.0 -0.5849052553752221 -0.0
0.000 -0.038 0.0 -0.6087923488796403 -0.0
0.000 -0.037 0.0 -0.6318256078800816 -0.0
0.000 -0.036 0.0 -0.6540121874142886 -0.0
0.000 -0.035 0.0 -0.6753222748249997 -0.0
0.000 -0.034 0.0 -0.6958274204896431 -0.0
0.000 -0.033 0.0 -0.7154501114993381 -0.0
0.000 -0.032 0.0 -0.7342976734202273 -0.0
0.000 -0.031 0.0 -0.7523045184063346 -0.0
0.000 -0.030 0.0 -0.769536234303636 -0.0
0.000 -0.029 0.0 -0.7859928211121314 -0.0
0.000 -0.028 0.0 -0.8016742788318209 -0.0
0.000 -0.027 0.0 -0.8166461953086802 -0.0
0.000 -0.026 0.0 -0.8308608702910908 -0.0
0.000 -0.025 0.0 -0.8443958166879331 -0.0
0.000 -0.024 0.0 -0.8572152593104929 -0.0
0.000 -0.023 0.0 -0.8693907485361986 -0.0
0.000 -0.022 0.0 -0.8808984342392406 -0.0
0.000 -0.021 0.0 -0.8917681290768809 -0.0
0.000 -0.020 0.0 -0.9020356082378335 -0.0
0.000 -0.019 0.0 -0.9116710590648366 -0.0
0.000 -0.018 0.0 -0.9207519944667708 -0.0
0.000 -0.017 0.0 -0.9292247516605651 -0.0
0.000 -0.016 0.0 -0.937154918492195 -0.0
0.000 -0.015 0.0 -0.9445305698987562 -0.0
0.000 -0.014 0.0 -0.9513695934746056 -0.0
0.000 -0.013 0.0 -0.9577018018770049 -0.0
0.000 -0.012 0.0 -0.9634914199172401 -0.0
0.000 -0.011 0.0 -0.9688159605041917 -0.0
0.000 -0.010 0.0 -0.9736038732604314 -0.0
0.000 -0.009 0.0 -0.9779326710948401 -0.0
0.000 -0.008 0.0 -0.9817725413501557 -0.0
0.000 -0.007 0.0 -0.9851413716207353 -0.0
0.000 -0.006 0.0 -0.9880510869694837 -0.0
0.000 -0.005 0.0 -0.9904837998020439 -0.0
0.000 -0.004 0.0 -0.9924872103700347 -0.0
0.000 -0.003 0.0 -0.9940016933589325 -0.0
0.000 -0.002 0.0 -0.9950987991461655 -0.0
0.000 -0.001 0.0 -0.9957189024172103 -0.0
0.000 0.000 0.0 -0.9959097034236856 -0.0
0.000 0.001 0.0 -0.995647352039782 -0.0
0.000 0.002 0.0 -0.9949318482654996 -0.0
0.000 0.003 0.0 -0.9937810796951954 -0.0
0.000 0.004 0.0 -0.9921533086087029 -0.0
0.000 0.005 0.0 -0.9901021977890934 -0.0
0.000 0.006 0.0 -0.9875681219218432 -0.0
0.000 0.007 0.0 -0.9845868561956664 -0.0
0.000 0.008 0.0 -0.9811345504847538 -0.0
0.000 0.009 0.0 -0.9772052422576529 -0.0
0.000 0.010 0.0 -0.9728108565772684 -0.0
0.000 0.011 0.0 -0.9679036931919816 -0.0
0.000 0.012 0.0 -0.9625254898219588 -0.0
0.000 0.013 0.0 -0.9566225836841289 -0.0
0.000 0.014 0.0 -0.9502128623728491 -0.0
0.000 0.015 0.0 -0.943278438293762 -0.0
0.000 0.016 0.0 -0.9358014238525109 -0.0
0.000 0.017 0.0 -0.9277937441120002 -0.0
0.000 0.018 0.0 -0.9191898112262542 -0.0
0.000 0.019 0.0 -0.9100492505097965 -0.0
0.000 0.020 0.0 -0.9002766614593892 -0.0
0.000 0.021 0.0 -0.8899257068581037 -0.0
0.000 0.022 0.0 -0.8789367613914163 -0.0
0.000 0.023 0.0 -0.8673098250593272 -0.0
0.000 0.024 0.0 -0.8550448978618362 -0.0
0.000 0.025 0.0 -0.8420763919529676 -0.0
0.000 0.026 0.0 -0.8284579701157924 -0.0
0.000 0.027 0.0 -0.8140823067841683 -0.0
0.000 0.028 0.0 -0.7990149898040713 -0.0
0.000 0.029 0.0 -0.7831844687980729 -0.0
0.000 0.030 0.0 -0.766602668829078 -0.0
0.000 0.031 0.0 -0.7492457397712773 -0.0
0.000 0.032 0.0 -0.7310779064359565 -0.0
0.000 0.033 0.0 -0.712140906543282 -0.0
0.000 0.034 0.0 -0.6923274145271117 -0.0
0.000 0.035 0.0 -0.6717209058277782 -0.0
0.000 0.036 0.0 -0.6502438675364013 -0.0
0.000 0.037 0.0 -0.6279320748416948 -0.0
0.000 0.038 0.0 -0.6047557150863971 -0.0
0.000 0.039 0.0 -0.5807219433082509 -0.0
0.000 0.040 0.0 -0.5558474545953229 -0.0
0.000 0.041 0.0 -0.5300839524428491 -0.0
0.000 0.042 0.0 -0.503519086063179 -0.0
0.000 0.043 0.0 -0.47606699500339866 -0.0
0.000 0.044 0.0 -0.4478290422981981 -0.0
0.000 0.045 0.0 -0.4186996911408708 -0.0
0.000 0.046 0.0 -0.3886205087231835 -0.0
0.000 0.047 0.0 -0.3577977986333878 -0.0
0.000 0.048 0.0 -0.32631563256496177 -0.0
0.000 0.049 0.0 -0.29413465781031994 -0.0
0.000 0.050 0.0 -0.26142599902214486 -0.0
0.000 0.051 0.0 -0.22810558450695828 -0.0
0.000 0.052 0.0 -0.19436898529639743 -0.0
0.000 0.053 0.0 -0.16016730863255305 -0.0
0.000 0.054 0.0 -0.12565379157375053 -0.0
0.000 0.055 0.0 -0.09083439665144234 -0.0
0.000 0.056 0.0 -0.05583779529437017 -0.0
0.000 0.057 0.0 -0.02070822948591054 -0.0
0.000 0.058 0.0 0.014465697556554611 -0.0
0.000 0.059 0.0 0.04958858532978761 -0.0
0.000 0.060 0.0 0.08462382389067102 -0.0
0.000 0.061 0.0 0.11943546752209118 -0.0
0.000 0.062 0.0 0.1540205349583219 -0.0
0.000 0.063 0.0 0.18822459663474725 -0.0
0.000 0.064 0.0 0.22206494389257905 -0.0
0.000 0.065 0.0 0.25538058838260375 -0.0
0.000 0.066 0.0 0.2882132678249878 -0.0
0.000 0.067 0.0 0.3204228627306009 -0.0
0.000 0.068 0.0 0.3520051993274264 -0.0
0.000 0.069 0.0 0.3828964785289242 -0.0
0.000 0.070 0.0 0.4130418450457326 -0.0
0.000 0.071 0.0 0.4424621677379348 -0.0
0.000 0.072 0.0 0.47095054676413417 -0.0
0.000 0.073 0.0 0.498462263138438 -0.0
0.000 0.074 0.0 0.5251845403484504 -0.0
0.000 0.075 0.0 0.5509993202714144 -0.0
0.000 0.076 0.0 0.5759912708539537 -0.0
0.000 0.077 0.0 0.6001168656164662 -0.0
0.000 0.078 0.0 0.6233826633435492 -0.0
0.000 0.079 0.0 0.6458017816043979 -0.0
0.000 0.080 0.0 0.6673503702732032 -0.0
0.000 0.081 0.0 0.6880880546644884 -0.0
0.000 0.082 0.0 0.7079432844008252 -0.0
0.000 0.083 0.0 0.7270114599854515 -0.0
0.000 0.084 0.0 0.7452448811667481 -0.0
0.000 0.085 0.0 0.7626912481963343 -0.0
0.000 0.086 0.0 0.7793684486685667 -0.0
0.000 0.087 0.0 0.7952645575205409 -0.0
0.000 0.088 0.0 0.8104392000667804 -0.0
0.000 0.089 0.0 0.8248506385871186 -0.0
0.000 0.090 0.0 0.8385883110533409 -0.0
0.000 0.091 0.0 0.8516045172138283 -0.0
0.000 0.092 0.0 0.8639648449145569 -0.0
0.000 0.093 0.0 0.8756573690926219 -0.0
0.000 0.094 0.0 0.8867119024052852 -0.0
0.000 0.095 0.0 0.897152294978356 -0.0
0.000 0.096 0.0 0.9069606592174774 -0.0
0.000 0.097 0.0 0.9162085455000775 -0.0
0.000 0.098 0.0 0.9248422910430852 -0.0
0.000 0.099 0.0 0.9329394087553812 -0.0
0.000 0.100 0.0 0.9404760485111558 -0.0
0.000 0.101 0.0 0.9474700979047664 -0.0
0.000 0.102 0.0 0.9539513695934746 -0.0
0.000 0.103 0.0 0.9598960134514709 -0.0
0.000 0.104 0.0 0.965363654793279 -0.0
0.000 0.105 0.0 0.9703006308358276 -0.0
0.000 0.106 0.0 0.9747784919565451 -0.0
0.000 0.107 0.0 0.9787555004352648 -0.0
0.000 0.108 0.0 0.982267431460701 -0.0
0.000 0.109 0.0 0.9853202475643059 -0.0
0.000 0.110 0.0 0.9878960611517226 -0.0
0.000 0.111 0.0 0.9900425724745698 -0.0
0.000 0.112 0.0 0.9916941936868717 -0.0
0.000 0.113 0.0 0.9929284376975088 -0.0
0.000 0.114 0.0 0.9936916417234101 -0.0
0.000 0.115 0.0 0.9940195809532896 -0.0
0.000 0.116 0.0 0.9939062928556949 -0.0
0.000 0.117 0.0 0.9933279273048166 -0.0
0.000 0.118 0.0 0.9923321845522736 -0.0
0.000 0.119 0.0 0.9908475142206375 -0.0
0.000 0.120 0.0 0.9889395041558844 -0.0
0.000 0.121 0.0 0.9865604541063954 -0.0
0.000 0.122 0.0 0.9837282516665276 -0.0
0.000 0.123 0.0 0.9804309717733761 -0.0
0.000 0.124 0.0 0.9766566893640364 -0.0
0.000 0.125 0.0 0.9724292545643178 -0.0
0.000 0.126 0.0 0.9676830795282445 -0.0
0.000 0.127 0.0 0.9624718270388877 -0.0
0.000 0.128 0.0 0.956741834313176 -0.0
0.000 0.129 0.0 0.9505109889454667 -0.0
0.000 0.130 0.0 0.9437554408099503 -0.0
0.000 0.131 0.0 0.9364632648437221 -0.0
0.000 0.132 0.0 0.9286463861096868 -0.0
0.000 0.133 0.0 0.9202451792933207 -0.0
0.000 0.134 0.0 0.9113013821147906 -0.0
0.000 0.135 0.0 0.9017374816652158 -0.0
0.000 0.136 0.0 0.8915952156647626 -0.0
0.000 0.137 0.0 0.8808328463932648 -0.0
0.000 0.138 0.0 0.869432486256365 -0.0
0.000 0.139 0.0 0.8574000977855158 -0.0
0.000 0.140 0.0 0.8446700931347413 -0.0
0.000 0.141 0.0 0.831302097618565 -0.0
0.000 0.142 0.0 0.8171828231393921 -0.0
0.000 0.143 0.0 0.8023778575431986 -0.0
0.000 0.144 0.0 0.7868156504525562 -0.0
0.000 0.145 0.0 0.7705081269303695 -0.0
0.000 0.146 0.0 0.7534373993822817 -0.0
0.000 0.147 0.0 0.7355617300881262 -0.0
0.000 0.148 0.0 0.7169228567680694 -0.0
0.000 0.149 0.0 0.6974134538559691 -0.0
0.000 0.150 0.0 0.6771110342607057 -0.0
0.000 0.151 0.0 0.6559500101363035 -0.0
0.000 0.152 0.0 0.6339542316085718 -0.0
0.000 0.153 0.0 0.6111058110831534 -0.0
0.000 0.154 0.0 0.5873898422314178 -0.0
0.000 0.155 0.0 0.5628415039889336 -0.0
0.000 0.156 0.0 0.5374047485600487 -0.0
0.000 0.157 0.0 0.5111654363976771 -0.0
0.000 0.158 0.0 0.48403711079575945 -0.0
0.000 0.159 0.0 0.4561181535232598 -0.0
0.000 0.160 0.0 0.42731137531750474 -0.0
0.000 0.161 0.0 0.397539859522759 -0.0
0.000 0.162 0.0 0.36701706476501667 -0.0
0.000 0.163 0.0 0.3358282552440464 -0.0
0.000 0.164 0.0 0.30392513445508423 -0.0
0.000 0.165 0.0 0.2714782307976674 -0.0
0.000 0.166 0.0 0.23841122386920588 -0.0
0.000 0.167 0.0 0.2048994120943988 -0.0
0.000 0.168 0.0 0.17090642403138676 -0.0
0.000 0.169 0.0 0.13658490048535007 -0.0
0.000 0.170 0.0 0.10193484145628869 -0.0
0.000 0.171 0.0 0.06708563387671869 -0.0
0.000 0.172 0.0 0.032085335750146084 -0.0
0.000 0.173 0.0 -0.002991628605840896 -0.0
0.000 0.174 0.0 -0.03803790977497406 -0.0
0.000 0.175 0.0 -0.07302133393753651 -0.0
0.000 0.176 0.0 -0.10780197240540443 -0.0
0.000 0.177 0.0 -0.14238226981647328 -0.0
0.000 0.178 0.0 -0.17660004531523904 -0.0
0.000 0.179 0.0 -0.2104803415338016 -0.0
0.000 0.180 0.0 -0.24385382257891414 -0.0
0.000 0.181 0.0 -0.276764611183324 -0.0
0.000 0.182 0.0 -0.3090684140858843 -0.0
0.000 0.183 0.0 -0.3407598650082879 -0.0
0.000 0.184 0.0 -0.3717823199017375 -0.0
0.000 0.185 0.0 -0.4020678059076762 -0.0
0.000 0.186 0.0 -0.4316401731519134 -0.0
0.000 0.187 0.0 -0.460301465590231 -0.0
0.000 0.188 0.0 -0.4879837103640722 -0.0
0.000 0.189 0.0 -0.5148830747582194 -0.0
0.000 0.190 0.0 -0.5408886556876588 -0.0
0.000 0.191 0.0 -0.5660660409983662 -0.0
0.000 0.192 0.0 -0.5903836292736444 -0.0
0.000 0.193 0.0 -0.6138426130197837 -0.0
0.000 0.194 0.0 -0.6364644573500126 -0.0
0.000 0.195 0.0 -0.6582038470252931 -0.0
0.000 0.196 0.0 -0.6791442574859582 -0.0
0.000 0.197 0.0 -0.6991962507602227 -0.0
0.000 0.198 0.0 -0.7184552273513243 -0.0
0.000 0.199 0.0 -0.7368854120705487 -0.0
0.000 0.200 0.0 -0.75452258010661 -0.0
0.000 0.201 0.0 -0.7713846190538655 -0.0
0.000 0.202 0.0 -0.7874655663808626 -0.0
0.000 0.203 0.0 -0.8028310099335774 -0.0
0.000 0.204 0.0 -0.8174153618660338 -0.0
0.000 0.205 0.0 -0.8313319102758268 -0.0
0.000 0.206 0.0 -0.8445210298484325 -0.0
0.000 0.207 0.0 -0.8570423458983746 -0.0
0.000 0.208 0.0 -0.8689077834885579 -0.0
0.000 0.209 0.0 -0.8801173426189823 -0.0
0.000 0.210 0.0 -0.890724686072719 -0.0
0.000 0.211 0.0 -0.9006880761296016 -0.0
0.000 0.212 0.0 -0.9100850256985106 -0.0
0.000 0.213 0.0 -0.9188737970592795 -0.0
0.000 0.214 0.0 -0.9271140155264319 -0.0
0.000 0.215 0.0 -0.9347997185685154 -0.0
0.000 0.216 0.0 -0.9419368687169825 -0.0
0.000 0.217 0.0 -0.9485612411605471 -0.0
0.000 0.218 0.0 -0.9546489857734 -0.0
0.000 0.219 0.0 -0.9602537653386122 -0.0
0.000 0.220 0.0 -0.9653278796045649 -0.0
0.000 0.221 0.0 -0.9699428789486865 -0.0
0.000 0.222 0.0 -0.9740629881822627 -0.0
0.000 0.223 0.0 -0.977712057431103 -0.0
0.000 0.224 0.0 -0.980902011758112 -0.0
0.000 0.225 0.0 -0.9836090010374805 -0.0
0.000 0.226 0.0 -0.9858866880522795 -0.0
0.000 0.227 0.0 -0.9876814100194379 -0.0
0.000 0.228 0.0 -0.9890527922534792 -0.0
0.000 0.229 0.0 -0.9899590970342369 -0.0
0.000 0.230 0.0 -0.9904241744875204 -0.0
0.000 0.231 0.0 -0.9904480246133298 -0.0
0.000 0.232 0.0 -0.9900187223487604 -0.0
0.000 0.233 0.0 -0.9891660803510739 -0.0
0.000 0.234 0.0 -0.9878304733057467 -0.0
0.000 0.235 0.0 -0.9860715265273025 -0.0
0.000 0.236 0.0 -0.9838415397641223 -0.0
0.000 0.237 0.0 -0.9811643631420156 -0.0
0.000 0.238 0.0 -0.97803403412953 -0.0
0.000 0.239 0.0 -0.9744207400694038 -0.0
0.000 0.240 0.0 -0.9703542936188988 -0.0
0.000 0.241 0.0 -0.9657810319949438 -0.0
0.000 0.242 0.0 -0.9607486554491576 -0.0
0.000 0.243 0.0 -0.9551975386670165 -0.0
0.000 0.244 0.0 -0.9491515317743301 -0.0
0.000 0.245 0.0 -0.942586784645289 -0.0
0.000 0.246 0.0 -0.9354913722169884 -0.0
0.000 0.247 0.0 -0.9278772195523332 -0.0
0.000 0.248 0.0 -0.9196787388053472 -0.0
0.000 0.249 0.0 -0.9109495927591018 -0.0
0.000 0.250 0.0 -0.9016122685047163 -0.0
0.000 0.251 0.0 -0.8916965786994526 -0.0
0.000 0.252 0.0 -0.8811667481545965 -0.0
0.000 0.253 0.0 -0.8700108518072432 -0.0
0.000 0.254 0.0 -0.858228889657393 -0.0
0.000 0.255 0.0 -0.8457612363905219 -0.0
0.000 0.256 0.0 -0.8326555922582491 -0.0
0.000 0.257 0.0 -0.8188165567573369 -0.0
0.000 0.258 0.0 -0.804291830139404 -0.0
0.000 0.259 0.0 -0.7890277496213792 -0.0
0.000 0.260 0.0 -0.7730243152032628 -0.0
0.000 0.261 0.0 -0.7562576767592449 -0.0
0.000 0.262 0.0 -0.7386980216320641 -0.0
0.000 0.263 0.0 -0.7203811250104344 -0.0
0.000 0.264 0.0 -0.7012056238596659 -0.0
0.000 0.265 0.0 -0.681249031088639 -0.0
0.000 0.266 0.0 -0.6604338337884732 -0.0
0.000 0.267 0.0 -0.6387898446164304 -0.0
0.000 0.268 0.0 -0.6162991759781533 -0.0
0.000 0.269 0.0 -0.5929451327855755 -0.0
0.000 0.270 0.0 -0.5687670677462824 -0.0
0.000 0.271 0.0 -0.5436928342297005 -0.0
0.000 0.272 0.0 -0.5178202177516487 -0.0
0.000 0.273 0.0 -0.49106574287179366 -0.0
0.000 0.274 0.0 -0.4635105000178877 -0.0
0.000 0.275 0.0 -0.4350769762810499 -0.0
0.000 0.276 0.0 -0.40566977115804287 -0.0
0.000 0.277 0.0 -0.3754945919839727 -0.0
0.000 0.278 0.0 -0.3446581680718366 -0.0
0.000 0.279 0.0 -0.313088352791061 -0.0
0.000 0.280 0.0 -0.28096282957892604 -0.0
0.000 0.281 0.0 -0.24820050800767976 -0.0
0.000 0.282 0.0 -0.2149838415397641 -0.0
0.000 0.283 0.0 -0.18126512992356036 -0.0
0.000 0.284 0.0 -0.14719641771110342 -0.0
0.000 0.285 0.0 -0.11278485994013619 -0.0
0.000 0.286 0.0 -0.07814374470825335 -0.0
0.000 0.287 0.0 -0.043336453724793396 -0.0
0.000 0.288 0.0 -0.008423089306796094 -0.0
0.000 0.289 0.0 0.026477336417949603 -0.0
0.000 0.290 0.0 0.06134490859439283 -0.0
0.000 0.291 0.0 0.09602299152128028 -0.0
0.000 0.292 0.0 0.13053770108637322 -0.0
0.000 0.293 0.0 0.16470360256150351 -0.0
0.000 0.294 0.0 0.19855825989482095 -0.0
0.000 0.295 0.0 0.2319239896490454 -0.0
0.000 0.296 0.0 0.26485266584781236 -0.0
0.000 0.297 0.0 0.2971910514327963 -0.0
0.000 0.298 0.0 0.32893676139141637 -0.0
0.000 0.299 0.0 0.3600295741560037 -0.0
0.000 0.300 0.0 0.39039674684283965 -0.0
0.000 0.301 0.0 0.4200686883623311 -0.0
0.000 0.302 0.0 0.4488492314296958 -0.0
0.000 0.303 0.0 0.47665311184516496 -0.0
0.000 0.304 0.0 0.5036770931466663 -0.0
0.000 0.305 0.0 0.5298221973120908 -0.0
0.000 0.306 0.0 0.5551426833776548 -0.0
0.000 0.307 0.0 0.5796141049644037 -0.0
0.000 0.308 0.0 0.6032233445031423 -0.0
0.000 0.309 0.0 0.6260061771825847 -0.0
0.000 0.310 0.0 0.6479005926756264 -0.0
0.000 0.311 0.0 0.6689960289540527 -0.0
0.000 0.312 0.0 0.6892149731089832 -0.0
0.000 0.313 0.0 0.7086349380492982 -0.0
0.000 0.314 0.0 0.7272261111177362 -0.0
0.000 0.315 0.0 0.7450242675030111 -0.0
0.000 0.316 0.0 0.7620472947994801 -0.0
0.000 0.317 0.0 0.7782892304756908 -0.0
0.000 0.318 0.0 0.7938037373147143 -0.0
0.000 0.319 0.0 0.8085490775963843 -0.0
0.000 0.320 0.0 0.8226087267610337 -0.0
0.000 0.321 0.0 0.8359469096199482 -0.0
0.000 0.322 0.0 0.8486232514876516 -0.0
0.000 0.323 0.0 0.8606317898326914 -0.0
0.000 0.324 0.0 0.8719844497179723 -0.0
0.000 0.325 0.0 0.8827348939265655 -0.0
0.000 0.326 0.0 0.8928354222068522 -0.0
0.000 0.327 0.0 0.9023695099991652 -0.0
0.000 0.328 0.0 0.9112954195833383 -0.0
0.000 0.329 0.0 0.9196727762738949 -0.0
0.000 0.330 0.0 0.9274896550079301 -0.0
0.000 0.331 0.0 0.9347579808483489 -0.0
0.000 0.332 0.0 0.9415135289838654 -0.0
0.000 0.333 0.0 0.9477264867572176 -0.0
0.000 0.334 0.0 0.9534624420143817 -0.0
0.000 0.335 0.0 0.9586677319722862 -0.0
0.000 0.336 0.0 0.9634079444769071 -0.0
0.000 0.337 0.0 0.9676592294024351 -0.0
0.000 0.338 0.0 0.9714335118117748 -0.0
0.000 0.339 0.0 0.9747546418307357 -0.0
0.000 0.340 0.0 0.9775987693335082 -0.0
0.000 0.341 0.0 0.980007632040259 -0.0
0.000 0.342 0.0 0.9819335296993692 -0.0
0.000 0.343 0.0 0.9834360876253623 -0.0
0.000 0.344 0.0 0.9844795306295241 -0.0
0.000 0.345 0.0 0.9850817463062118 -0.0
0.000 0.346 0.0 0.9852486971868777 -0.0
0.000 0.347 0.0 0.9849565331457123 -0.0
0.000 0.348 0.0 0.9842529544343347 -0.0
0.000 0.349 0.0 0.983060448143864 -0.0
